curr_loss	best_loss	mean_acc
6.325956880398332	6.325956880398332	0.9054375
5.0874766520549395	5.0874766520549395	0.873625
4.690889025607651	4.690889025607651	0.8363125
4.695072691250184	4.690889025607651	0.819875
4.560630625434569	4.560630625434569	0.8194375
4.502879266427412	4.502879266427412	0.81325
3.473810434839871	3.473810434839871	0.76175
2.8394244060408678	2.8394244060408678	0.7583125
2.700970332849218	2.700970332849218	0.74425
2.7285767441386435	2.700970332849218	0.748625
2.6527869030415467	2.6527869030415467	0.7590625
2.7030943517177635	2.6527869030415467	0.7510625
2.5596962414258173	2.5596962414258173	0.7480625
2.5283001153470006	2.5283001153470006	0.759125
2.5083794401361987	2.5083794401361987	0.7468125
2.493459976538589	2.493459976538589	0.75925
2.5941200937203743	2.493459976538589	0.737
2.459206658288754	2.459206658288754	0.7426875
2.2086863142905417	2.2086863142905417	0.751875
2.400448677921876	2.2086863142905417	0.741
2.2677216998189174	2.2086863142905417	0.7553125
2.2610720209182187	2.2086863142905417	0.7466875
2.2220947649171903	2.2086863142905417	0.76275
2.2337331079810756	2.2086863142905417	0.760875
2.2277292363283214	2.2086863142905417	0.759
2.132646021063614	2.132646021063614	0.7646875
2.079566273686445	2.079566273686445	0.7819375
2.053722176079245	2.053722176079245	0.770625
2.0066790176464404	2.0066790176464404	0.787875
2.176679365060953	2.0066790176464404	0.768
1.9634141706825372	1.9634141706825372	0.7874375
2.0339213754368037	1.9634141706825372	0.7816875
1.9836514836681247	1.9634141706825372	0.78925
1.9247012971303237	1.9247012971303237	0.7914375
1.99017699169422	1.9247012971303237	0.79225
2.0336026390834134	1.9247012971303237	0.7910625
1.9706328648810625	1.9247012971303237	0.7845625
1.9227920279049284	1.9227920279049284	0.7949375
1.9298899100346305	1.9227920279049284	0.79925
1.8912993589985958	1.8912993589985958	0.8016875
1.9163701087591394	1.8912993589985958	0.808125
1.953204529699001	1.8912993589985958	0.8053125
1.7800669557676083	1.7800669557676083	0.8004375
1.7771138275090728	1.7771138275090728	0.8064375
1.8515051941245761	1.7771138275090728	0.79975
1.7816211202304255	1.7771138275090728	0.806375
1.7642036109194057	1.7642036109194057	0.8125625
1.7499151241061384	1.7499151241061384	0.8043125
1.7784737499287122	1.7499151241061384	0.8194375
1.7344891572668892	1.7344891572668892	0.80625
1.7048627892039756	1.7048627892039756	0.81825
1.7363476786510725	1.7048627892039756	0.8039375
1.6471794851718609	1.6471794851718609	0.821625
1.6232616514380998	1.6232616514380998	0.823375
1.7455068231525157	1.6232616514380998	0.81825
1.5804105563105366	1.5804105563105366	0.8198125
1.6858885424215349	1.5804105563105366	0.8315625
1.6024024652884261	1.5804105563105366	0.8296875
1.7288198274466202	1.5804105563105366	0.8106875
1.5846082186775878	1.5804105563105366	0.8329375
1.667339005725271	1.5804105563105366	0.820625
1.6120946040211501	1.5804105563105366	0.8469375
1.5815897183023349	1.5804105563105366	0.83975
1.5321985961755868	1.5321985961755868	0.8463125
1.6533872928701838	1.5321985961755868	0.8359375
1.5177928936043168	1.5177928936043168	0.853875
1.6726360860908656	1.5177928936043168	0.8354375
1.5688583962036085	1.5177928936043168	0.8386875
1.501533020168455	1.501533020168455	0.8489375
1.5156550169333591	1.501533020168455	0.8435
1.5163892220059874	1.501533020168455	0.8538125
1.523828519855353	1.501533020168455	0.8361875
1.3884070454432855	1.3884070454432855	0.84375
1.6593344254378377	1.3884070454432855	0.8421875
1.4521645669469083	1.3884070454432855	0.8478125
1.4750966371304013	1.3884070454432855	0.860375
1.524518341836424	1.3884070454432855	0.8443125
1.4054267079385514	1.3884070454432855	0.857875
1.4603033791826707	1.3884070454432855	0.856
1.4278961384058735	1.3884070454432855	0.853
1.5966260580619909	1.3884070454432855	0.8470625
1.4544623289048229	1.3884070454432855	0.8560625
1.3232384195038174	1.3232384195038174	0.852375
1.3918153495935355	1.3232384195038174	0.8685625
1.4452492316903491	1.3232384195038174	0.856625
1.4317014737539913	1.3232384195038174	0.8605
1.513801620603094	1.3232384195038174	0.85675
1.392085847081292	1.3232384195038174	0.8651875
1.385685956358705	1.3232384195038174	0.8595
1.3557541307124237	1.3232384195038174	0.86625
1.351939614582323	1.3232384195038174	0.8576875
1.3638315253578808	1.3232384195038174	0.86175
1.3995731931230417	1.3232384195038174	0.866125
1.3053241958728146	1.3053241958728146	0.8663125
1.427107597785666	1.3053241958728146	0.8641875
1.397197337981515	1.3053241958728146	0.86425
1.3464343438013024	1.3053241958728146	0.870625
1.3066733589066026	1.3053241958728146	0.863
1.3612230240659775	1.3053241958728146	0.8658125
1.319894281631084	1.3053241958728146	0.869875
1.270592171633349	1.270592171633349	0.8680625
1.372901370407381	1.270592171633349	0.865
1.2959973278277759	1.270592171633349	0.8576875
1.3124402485218554	1.270592171633349	0.8716875
1.2959943709166837	1.270592171633349	0.8716875
1.1964240637184607	1.1964240637184607	0.87125
1.2440113275259659	1.1964240637184607	0.870375
1.1992711801825822	1.1964240637184607	0.878125
1.267576029494976	1.1964240637184607	0.875375
1.2890161133006832	1.1964240637184607	0.8721875
1.1978827031488501	1.1964240637184607	0.8809375
1.213447516136985	1.1964240637184607	0.8718125
1.2964756280269079	1.1964240637184607	0.876
1.1528243916334204	1.1528243916334204	0.8750625
1.2250716271912123	1.1528243916334204	0.8798125
1.2335320293374663	1.1528243916334204	0.877625
1.1268576086891615	1.1268576086891615	0.8780625
1.186215884507305	1.1268576086891615	0.876625
1.228440063297438	1.1268576086891615	0.8826875
1.1415275032588266	1.1268576086891615	0.8736875
1.343371943391889	1.1268576086891615	0.870125
1.2041906238459934	1.1268576086891615	0.8829375
1.2191870663426296	1.1268576086891615	0.8859375
1.1994063842775038	1.1268576086891615	0.8793125
1.2090937362619973	1.1268576086891615	0.8824375
1.2196453154195162	1.1268576086891615	0.8883125
1.2269568271680935	1.1268576086891615	0.8801875
1.1321339749843744	1.1268576086891615	0.8851875
1.1396493355499682	1.1268576086891615	0.8895
1.2994359826896746	1.1268576086891615	0.8779375
1.1919473807781071	1.1268576086891615	0.8789375
1.1759518793486208	1.1268576086891615	0.888375
1.0777229228051564	1.0777229228051564	0.894875
1.1711290598682695	1.0777229228051564	0.8765
1.1109435042780387	1.0777229228051564	0.8935
1.0628062164220338	1.0628062164220338	0.8903125
1.0814707249512858	1.0628062164220338	0.887375
1.2199338439969807	1.0628062164220338	0.8775625
1.1622546013899886	1.0628062164220338	0.8864375
1.0385866785358855	1.0385866785358855	0.8935625
1.055457142844335	1.0385866785358855	0.891
1.1770340113008475	1.0385866785358855	0.8911875
1.0833201717387162	1.0385866785358855	0.895
1.1251990145836743	1.0385866785358855	0.8923125
1.1140594593394337	1.0385866785358855	0.8928125
1.1052246201288336	1.0385866785358855	0.8886875
1.1560482420193385	1.0385866785358855	0.89225
1.0925717315655015	1.0385866785358855	0.8908125
